label,android.permission.INTERNET,android.permission.READ_SMS,android.permission.RECEIVE_SMS,android.permission.READ_CONTACTS,android.permission.SYSTEM_ALERT_WINDOW,android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_FINE_LOCATION,android.permission.CAMERA,android.permission.RECORD_AUDIO,android.permission.GET_ACCOUNTS,api_telephony_getDeviceId,api_sms_sendTextMessage,api_crypto_Cipher,api_reflection_Class_forName,api_net_HttpURLConnection,app_size_mb,min_sdk,target_sdk,cert_age_days,is_debuggable,obfuscation_score,background_service_score,network_call_freq,screen_overlay_score,sms_trigger_score
0,1,0,0,0,0,0,0,0,0,1,0.0065,0.111,0.2395,0.2879,0.0215,102.12,22,34,1192,0,0.03,0.2381,0.2942,0.0331,0.0547
0,1,1,0,0,0,0,0,0,0,0,0.1852,0.0108,0.2647,0.0403,0.1508,97.33,23,32,1099,0,0.21,0.2581,0.1125,0.2889,0.0935
0,1,0,0,0,0,0,0,1,0,0,0.2219,0.0295,0.2933,0.0019,0.183,36.23,26,31,1522,0,0.12,0.1408,0.2542,0.1771,0.2963
0,1,0,0,0,0,0,0,0,0,1,0.111,0.0706,0.1353,0.1054,0.2685,135.01,26,32,1821,0,0.38,0.2481,0.0405,0.014,0.0686
0,1,0,0,0,0,0,0,0,0,1,0.2567,0.1919,0.1766,0.1725,0.2257,94.47,24,34,372,0,0.04,0.0411,0.2633,0.2904,0.1512
0,1,0,0,0,0,0,0,0,0,0,0.1242,0.0786,0.0019,0.0185,0.2749,94.15,21,34,1554,0,0.34,0.1472,0.1056,0.0947,0.0589
0,1,0,0,1,0,0,0,0,0,0,0.1293,0.0217,0.0371,0.2798,0.0167,83.92,22,31,1567,0,0.27,0.161,0.204,0.0433,0.015
1,1,1,1,1,1,1,1,0,1,0,0.5176,0.4724,0.4971,0.5056,0.9138,10.29,21,30,25,1,0.7,0.6099,0.7784,0.7225,0.6453
1,1,1,1,0,1,1,0,1,0,1,0.4556,0.7351,0.5228,0.4143,0.6265,11.14,20,30,2,0,0.92,0.8694,0.9531,0.7163,0.6072
0,1,0,0,0,0,0,0,0,0,1,0.0605,0.1526,0.2364,0.0359,0.1042,147.52,26,34,1053,0,0.3,0.137,0.0033,0.1822,0.2277
1,1,1,1,1,1,1,0,1,0,1,0.686,0.9922,0.5696,0.9181,0.5306,6.29,19,30,4,1,0.99,0.6295,0.8867,0.6413,0.7459
0,0,0,0,0,0,0,0,0,0,0,0.1607,0.2124,0.1699,0.1775,0.0278,93.17,23,31,536,0,0.15,0.0845,0.0047,0.1645,0.0224
0,1,0,0,0,0,0,0,0,1,1,0.2456,0.0987,0.2161,0.1045,0.0341,142.91,22,33,1142,0,0.23,0.1388,0.2935,0.0831,0.2861
0,1,0,0,0,0,0,0,0,1,0,0.1709,0.2814,0.2599,0.251,0.0052,103.48,26,31,682,0,0.33,0.0963,0.146,0.2476,0.0388
0,1,0,1,0,1,0,1,0,0,1,0.2924,0.1294,0.2119,0.1591,0.2749,24.65,22,32,634,0,0.14,0.2571,0.0089,0.2429,0.1052
0,1,0,0,0,0,0,1,1,0,0,0.2552,0.1153,0.2086,0.02,0.0046,112.78,25,32,894,0,0.24,0.2334,0.0449,0.1329,0.1575
1,0,1,1,0,1,1,1,1,1,1,0.8683,0.9394,0.7704,0.6617,0.8448,13.0,22,30,6,1,0.81,0.8995,0.9297,0.7408,0.7011
0,1,1,0,0,1,0,0,0,0,0,0.2113,0.0635,0.2693,0.0221,0.1111,104.73,26,32,1918,0,0.34,0.1583,0.2252,0.0258,0.2329
0,1,0,0,1,1,0,0,1,0,0,0.1202,0.1994,0.15,0.2566,0.0433,48.33,25,31,664,0,0.18,0.1087,0.2851,0.2798,0.2439
0,1,0,1,0,0,0,1,0,1,0,0.2749,0.1888,0.2707,0.1106,0.2804,56.5,22,32,1096,0,0.24,0.0155,0.2348,0.0906,0.1209
1,0,0,1,1,0,1,1,0,0,1,0.5158,0.9961,0.47,0.9614,0.804,7.2,20,30,24,0,0.85,0.9494,0.6162,0.7603,0.9729
1,1,1,1,0,1,1,0,0,0,0,0.4119,0.4768,0.5326,0.9938,0.5445,12.92,21,30,5,0,0.92,0.9322,0.9593,0.9068,0.6404
1,1,1,1,1,1,1,1,0,1,1,0.7376,0.8618,0.6452,0.6168,0.8144,12.95,22,29,9,0,0.77,0.6616,0.7874,0.86,0.6437
1,0,1,1,0,1,1,0,1,0,1,0.7968,0.683,0.4242,0.9028,0.6318,4.63,22,30,25,0,0.89,0.7016,0.8717,0.8795,0.8099
0,1,0,1,0,1,0,0,0,0,1,0.0117,0.1954,0.0634,0.0662,0.1903,67.06,24,32,823,0,0.39,0.0945,0.0656,0.0754,0.1961
0,1,0,0,0,0,0,1,0,1,0,0.2702,0.2393,0.2972,0.0696,0.0202,144.37,23,34,1798,0,0.19,0.0183,0.1649,0.2204,0.2069
0,1,1,1,0,1,0,0,0,1,0,0.1727,0.0936,0.2986,0.0166,0.0923,38.07,23,34,706,0,0.17,0.1023,0.2628,0.073,0.0484
0,1,1,0,0,1,0,1,0,0,1,0.2091,0.1956,0.229,0.2069,0.0498,84.91,25,32,1097,0,0.39,0.0007,0.0035,0.1794,0.0134
0,1,1,0,0,0,0,0,0,1,0,0.1611,0.1749,0.1379,0.0344,0.0119,115.69,21,33,1979,0,0.05,0.2321,0.0861,0.2193,0.2103
0,0,0,0,0,0,0,0,1,0,1,0.07,0.1684,0.0085,0.1223,0.0588,108.45,21,33,1431,0,0.31,0.1709,0.1468,0.1003,0.149
0,1,0,1,1,0,1,1,0,0,0,0.0022,0.1765,0.2616,0.2322,0.1122,149.27,24,33,1720,0,0.36,0.1269,0.2952,0.2516,0.2444
1,0,1,1,0,1,1,1,0,1,0,0.4614,0.5429,0.8415,0.5946,0.5762,2.59,23,30,22,1,0.74,0.8398,0.7334,0.9972,0.856
0,1,0,0,1,0,0,0,0,0,0,0.1716,0.1945,0.2625,0.1246,0.2425,134.52,22,31,943,0,0.02,0.0364,0.2209,0.2776,0.2668
1,0,1,1,0,1,0,0,1,1,1,0.8403,0.7145,0.7704,0.4192,0.5385,6.67,23,29,24,1,0.81,0.7584,0.9581,0.6426,0.8958
0,1,1,0,0,0,0,1,0,0,0,0.0882,0.0489,0.2224,0.0669,0.1962,17.38,24,33,938,0,0.37,0.1881,0.0209,0.0515,0.1046
0,1,1,0,0,0,0,1,0,0,0,0.2894,0.0834,0.1523,0.0703,0.0959,114.49,21,31,1430,0,0.23,0.0048,0.2501,0.0546,0.2061
0,1,0,0,0,0,0,0,0,0,0,0.1898,0.2481,0.1392,0.1513,0.1256,67.56,21,32,1428,0,0.23,0.2612,0.0858,0.0105,0.2845
0,1,0,1,0,0,0,0,1,0,0,0.0726,0.2896,0.1613,0.1688,0.1438,119.58,24,33,643,0,0.14,0.1833,0.0406,0.26,0.2013
1,0,1,1,0,1,0,1,0,1,1,0.618,0.4748,0.6654,0.7986,0.8282,9.86,22,30,7,0,0.99,0.939,0.8426,0.7754,0.8253
1,0,1,0,0,1,0,0,0,1,0,0.9515,0.9125,0.9486,0.5724,0.7095,12.52,21,28,26,1,0.79,0.8227,0.8714,0.7626,0.9416
0,0,1,0,0,0,0,0,0,0,0,0.2374,0.145,0.0648,0.1173,0.1577,115.7,25,31,1586,0,0.18,0.0239,0.1773,0.2323,0.0879
0,1,0,0,1,0,0,0,0,1,1,0.1353,0.2201,0.0717,0.1557,0.2416,51.55,24,32,1157,0,0.08,0.1614,0.2918,0.1094,0.1428
0,1,0,0,1,0,0,0,0,0,0,0.1265,0.13,0.1863,0.1023,0.1886,111.39,25,34,996,0,0.12,0.0304,0.1395,0.0155,0.2438
0,1,0,0,1,0,0,0,0,0,0,0.2826,0.2322,0.2796,0.081,0.0766,140.2,22,32,1007,0,0.07,0.2224,0.2114,0.0448,0.2226
1,1,1,1,0,0,1,0,1,1,0,0.5128,0.7688,0.4981,0.6039,0.9347,11.98,23,29,20,0,0.97,0.7908,0.9931,0.728,0.7678
0,1,1,0,0,0,0,0,0,0,1,0.1617,0.2816,0.2342,0.2932,0.1973,115.71,26,31,1566,0,0.23,0.1085,0.0799,0.2212,0.1653
1,1,1,1,0,1,0,0,0,1,1,0.5225,0.5055,0.6075,0.8274,0.9404,3.21,21,30,27,1,0.99,0.815,0.8077,0.9686,0.7105
0,1,1,0,0,0,0,0,0,0,1,0.1692,0.2054,0.0831,0.2302,0.2142,17.1,24,32,1542,0,0.05,0.2609,0.2684,0.0781,0.0844
1,1,1,1,0,1,1,1,1,0,1,0.4955,0.6379,0.5519,0.8965,0.6691,14.04,23,28,23,0,0.88,0.7961,0.6065,0.91,0.9932
1,0,1,1,1,0,0,1,1,1,0,0.5903,0.6225,0.7065,0.7989,0.6019,8.07,23,29,6,0,0.97,0.921,0.8022,0.6076,0.9839
0,1,0,0,0,0,0,0,0,1,1,0.0595,0.217,0.0872,0.2044,0.0386,57.22,25,34,1954,0,0.11,0.0176,0.0668,0.2449,0.1021
1,1,1,1,0,1,1,1,0,1,1,0.9344,0.965,0.9606,0.5997,0.7726,2.85,23,29,9,1,0.84,0.6042,0.8278,0.8058,0.9295
1,0,1,0,1,1,1,1,1,1,0,0.6527,0.5705,0.9521,0.6462,0.5671,11.37,19,28,11,1,0.85,0.866,0.7446,0.8193,0.6131
1,0,1,1,1,1,1,0,0,1,1,0.6696,0.5168,0.677,0.8869,0.6237,10.16,20,29,18,0,0.82,0.9702,0.6626,0.7482,0.982
1,1,1,1,0,1,1,1,1,1,1,0.4141,0.7568,0.8379,0.7216,0.7967,2.38,20,30,28,0,0.92,0.7353,0.6884,0.7883,0.9684
1,1,1,1,0,1,1,0,0,1,1,0.7128,0.4779,0.7306,0.856,0.9113,2.82,22,30,29,0,0.83,0.7964,0.7707,0.8534,0.7964
0,0,1,0,1,1,0,0,0,0,0,0.0461,0.0136,0.1361,0.1191,0.1636,65.62,26,33,799,0,0.17,0.007,0.2769,0.1032,0.2379
0,1,0,0,0,0,1,0,0,0,0,0.0578,0.2673,0.0858,0.1326,0.2458,13.29,26,31,593,0,0.31,0.1472,0.2854,0.0185,0.0961
1,0,1,1,1,1,0,1,1,1,1,0.4236,0.4708,0.9257,0.5036,0.4171,11.17,19,30,2,0,0.77,0.6537,0.9566,0.9369,0.6022
0,1,1,1,1,0,0,0,0,1,0,0.0735,0.2308,0.0062,0.2835,0.1732,33.85,24,31,945,0,0.14,0.0812,0.0662,0.1457,0.1268
1,0,1,0,0,1,0,0,1,0,1,0.5897,0.8197,0.9834,0.7584,0.9363,3.78,22,30,28,0,0.94,0.638,0.7133,0.8501,0.938
0,1,0,0,0,0,0,0,0,0,0,0.0043,0.1707,0.0153,0.0777,0.2693,37.07,24,32,417,0,0.07,0.166,0.0061,0.2065,0.0174
0,1,0,0,1,0,0,1,0,0,1,0.2006,0.1597,0.2591,0.0998,0.1675,111.57,26,34,1719,0,0.19,0.3,0.1851,0.0362,0.2984
1,1,1,1,0,1,0,0,0,0,1,0.5998,0.7002,0.9959,0.8031,0.6638,13.16,23,29,20,0,0.79,0.8451,0.9895,0.7123,0.8296
1,0,0,1,1,1,1,1,0,0,1,0.6186,0.4393,0.5334,0.5471,0.993,7.9,19,28,7,0,0.82,0.777,0.7851,0.644,0.8195
1,0,1,1,1,1,1,1,1,1,1,0.9217,0.6482,0.6724,0.4253,0.6285,3.74,20,29,7,0,0.91,0.7237,0.729,0.7367,0.9241
0,1,0,0,0,1,0,0,1,0,0,0.2353,0.0012,0.0657,0.2163,0.2433,112.84,23,33,492,0,0.18,0.1892,0.1413,0.1334,0.1585
0,1,0,0,1,0,0,0,0,0,0,0.0739,0.0079,0.0315,0.1422,0.2715,86.55,22,33,735,0,0.21,0.0323,0.2206,0.2094,0.2333
0,0,1,0,1,0,0,0,0,1,0,0.0334,0.2569,0.1163,0.2896,0.2738,88.83,24,31,1043,0,0.26,0.1193,0.2052,0.1264,0.1591
1,0,1,1,0,1,0,0,0,1,0,0.603,0.6189,0.7966,0.5889,0.8827,14.48,21,29,6,0,0.85,0.9102,0.9656,0.8218,0.9094
0,1,0,0,0,0,0,0,0,0,0,0.1622,0.1284,0.1305,0.2321,0.263,79.19,24,33,436,0,0.13,0.1731,0.2787,0.2408,0.0523
1,0,1,1,1,1,0,1,0,1,1,0.7833,0.7036,0.878,0.4566,0.4191,12.02,22,30,15,0,0.9,0.9264,0.9456,0.9985,0.6329
0,1,0,0,0,0,0,0,0,0,0,0.1906,0.2971,0.1097,0.0055,0.2245,128.29,21,34,680,0,0.1,0.196,0.0408,0.1228,0.2292
0,1,0,1,0,1,0,0,0,1,0,0.1424,0.098,0.135,0.2846,0.1743,36.31,22,31,846,0,0.21,0.119,0.0381,0.0238,0.0253
0,1,0,0,1,0,0,0,0,1,0,0.243,0.2257,0.2206,0.2013,0.058,98.24,24,31,1159,0,0.03,0.0312,0.0828,0.2486,0.2065
0,0,0,0,0,0,0,0,0,0,0,0.129,0.0395,0.1888,0.1734,0.2985,43.41,25,33,1232,0,0.17,0.1694,0.0624,0.2057,0.1075
1,1,1,1,1,1,1,1,0,1,1,0.8571,0.661,0.856,0.7132,0.7439,7.53,20,30,1,0,0.7,0.9912,0.6298,0.7689,0.7585
0,1,0,0,0,0,0,0,1,0,0,0.231,0.1209,0.2116,0.2194,0.1913,56.85,26,32,370,0,0.32,0.1789,0.1625,0.0491,0.2173
0,0,1,0,0,0,1,0,0,0,0,0.0731,0.0111,0.0683,0.2419,0.0821,124.98,22,33,1555,0,0.26,0.1464,0.2793,0.0643,0.2766
0,1,0,0,1,0,0,1,0,0,0,0.2639,0.2578,0.1709,0.1127,0.2783,127.9,25,31,526,0,0.37,0.253,0.1295,0.2906,0.2772
0,1,0,0,1,0,0,0,0,1,0,0.2682,0.1786,0.151,0.2457,0.0839,53.88,25,34,1229,0,0.15,0.2788,0.0291,0.2186,0.1663
0,1,0,0,0,0,1,0,0,0,0,0.2044,0.1467,0.0382,0.2524,0.0128,50.44,26,34,1610,0,0.27,0.0219,0.08,0.0093,0.2897
1,0,1,1,1,0,1,1,1,1,1,0.5778,0.7121,0.6897,0.957,0.6085,10.75,23,28,8,1,0.83,0.9245,0.9727,0.9183,0.952
1,1,1,1,1,1,1,0,0,1,1,0.5238,0.4909,0.71,0.8556,0.457,8.36,23,29,29,0,0.95,0.8596,0.8899,0.6592,0.6381
1,1,1,1,1,1,1,1,1,1,1,0.7027,0.7689,0.9026,0.6194,0.5913,7.74,19,30,13,0,0.79,0.9519,0.6304,0.8743,0.6601
1,1,1,1,1,1,0,1,1,1,0,0.5271,0.4823,0.447,0.4354,0.4435,6.52,22,30,2,0,0.93,0.9495,0.779,0.6296,0.9433
1,1,1,1,1,1,1,1,0,1,1,0.9445,0.5622,0.6398,0.7451,0.7247,5.37,19,29,4,0,0.84,0.92,0.7161,0.7583,0.8224
1,1,1,1,0,1,1,0,0,0,0,0.4407,0.7279,0.8723,0.4721,0.8549,1.83,19,28,17,0,0.79,0.7191,0.9668,0.825,0.6793
0,1,0,0,0,0,0,0,0,0,0,0.1377,0.154,0.2575,0.0601,0.2594,104.96,21,31,656,0,0.23,0.1923,0.2629,0.0835,0.2985
1,0,1,1,1,1,0,1,0,1,0,0.8574,0.5741,0.5356,0.571,0.7939,6.95,22,30,13,0,0.9,0.981,0.955,0.9342,0.8278
1,1,1,1,0,1,1,1,0,0,0,0.9301,0.4596,0.7386,0.8461,0.5629,6.62,22,29,1,0,0.7,0.7539,0.6305,0.877,0.9519
0,1,0,0,0,0,0,0,0,0,0,0.0428,0.2073,0.1374,0.2033,0.262,54.65,25,32,985,0,0.09,0.1087,0.0447,0.1909,0.2762
1,1,1,1,1,1,0,1,1,0,1,0.8705,0.628,0.69,0.9449,0.9959,13.9,21,28,15,1,0.96,0.6317,0.8469,0.8715,0.8537
1,0,0,1,0,1,1,1,1,0,0,0.5323,0.5321,0.9586,0.74,0.542,8.95,20,29,10,0,0.87,0.8607,0.7961,0.7752,0.755
1,0,1,1,1,1,0,0,1,1,1,0.8259,0.9211,0.8322,0.6981,0.9794,6.09,22,30,7,1,0.88,0.6767,0.9728,0.961,0.8034
0,1,0,0,0,0,0,0,1,0,1,0.2556,0.0618,0.2191,0.1243,0.1741,76.1,25,33,659,0,0.23,0.0221,0.2557,0.1492,0.0541
1,1,1,1,1,1,1,1,0,1,0,0.6576,0.4867,0.4761,0.4263,0.6325,6.8,20,29,5,0,0.73,0.824,0.9562,0.7259,0.7766
0,1,0,1,0,0,0,1,0,0,0,0.1069,0.246,0.0887,0.1488,0.1613,44.96,24,33,1516,0,0.32,0.2395,0.2426,0.0938,0.2979
0,1,0,0,0,0,0,0,0,0,1,0.1851,0.1188,0.0122,0.0316,0.2786,79.94,22,31,1011,0,0.1,0.1349,0.0507,0.213,0.0123
1,1,1,0,0,1,1,1,0,1,0,0.6374,0.7486,0.6464,0.5737,0.7992,3.0,21,29,27,0,0.89,0.6114,0.9201,0.7533,0.971
1,1,1,0,1,1,0,1,0,1,0,0.902,0.7552,0.6584,0.8776,0.5695,14.42,23,28,19,0,0.7,0.8173,0.8258,0.7589,0.6539
1,0,1,1,1,1,1,1,1,0,1,0.9873,0.5442,0.606,0.5328,0.9956,11.2,20,29,6,0,0.73,0.7517,0.8082,0.9322,0.7002
0,1,0,0,0,0,0,1,0,0,0,0.1675,0.23,0.0603,0.2095,0.1607,143.99,21,31,1721,0,0.06,0.0845,0.1518,0.0636,0.2853
0,1,0,0,1,0,0,0,1,0,0,0.1374,0.2689,0.0571,0.0692,0.0638,92.01,25,33,749,0,0.13,0.1919,0.2543,0.0743,0.0858
1,1,1,1,0,0,1,0,0,1,1,0.9419,0.4804,0.6149,0.7209,0.8938,7.32,22,30,30,1,0.72,0.7982,0.8271,0.8401,0.725
1,0,1,1,1,1,0,1,0,1,0,0.8928,0.6297,0.6668,0.6949,0.9264,7.19,21,29,14,0,0.77,0.6454,0.8758,0.7657,0.9566
0,1,0,0,0,0,0,0,0,0,1,0.0099,0.2568,0.2634,0.1203,0.2335,74.42,24,32,1868,0,0.05,0.0972,0.1603,0.1703,0.195
1,1,1,1,0,1,1,1,1,1,1,0.9498,0.8511,0.6074,0.8823,0.8502,6.1,22,28,17,0,0.73,0.9411,0.9535,0.7774,0.9046
1,1,1,1,0,1,1,0,1,0,1,0.5086,0.6418,0.7402,0.5408,0.8529,2.57,22,28,7,0,0.71,0.6563,0.6824,0.8775,0.8291
0,1,0,0,0,0,0,0,0,0,1,0.1756,0.0468,0.2971,0.2507,0.0427,124.05,24,32,868,0,0.33,0.0278,0.0174,0.2368,0.2228
0,1,0,0,0,0,1,0,0,0,1,0.0017,0.0905,0.2342,0.2765,0.0474,20.79,26,31,1086,0,0.25,0.2964,0.1524,0.2639,0.0297
0,1,1,0,0,0,0,0,0,0,1,0.1628,0.0321,0.0369,0.0331,0.2977,146.13,21,34,775,0,0.08,0.026,0.2194,0.2329,0.0694
0,0,0,1,0,0,0,0,1,0,0,0.2306,0.1834,0.0983,0.1161,0.1269,38.38,24,33,981,0,0.35,0.2992,0.0595,0.0408,0.0113
1,1,0,1,1,1,0,0,1,0,1,0.6749,0.5277,0.7221,0.4994,0.9657,11.86,23,28,7,1,0.93,0.8018,0.8009,0.6011,0.766
0,1,0,1,0,0,0,0,0,0,1,0.014,0.2744,0.1095,0.2683,0.0846,89.34,24,31,1128,0,0.28,0.0287,0.2049,0.0091,0.2453
1,0,1,1,1,1,1,1,1,1,0,0.9507,0.8741,0.6296,0.944,0.4026,7.91,19,28,23,0,0.75,0.9318,0.7403,0.8369,0.9013
0,1,0,0,0,0,0,1,1,0,0,0.2322,0.0678,0.0198,0.0064,0.2577,25.28,22,32,1168,0,0.24,0.1916,0.1565,0.1899,0.0054
1,0,1,0,0,1,1,0,1,0,1,0.6901,0.8325,0.6227,0.7168,0.5767,13.69,23,28,19,0,0.75,0.6083,0.8262,0.9955,0.9481
1,0,1,1,0,1,1,1,1,1,1,0.5461,0.4507,0.7247,0.5089,0.9986,2.78,19,28,2,1,0.88,0.9458,0.6107,0.7944,0.7359
0,1,0,0,0,0,0,1,0,0,0,0.0829,0.2187,0.1493,0.0989,0.0714,58.84,24,34,1432,0,0.22,0.2223,0.2046,0.0308,0.1679
1,1,1,1,1,1,1,0,0,1,1,0.8076,0.7207,0.9769,0.7564,0.6691,13.66,19,28,30,0,0.78,0.6226,0.6051,0.7575,0.8547
0,1,0,0,1,0,0,0,0,0,0,0.2171,0.2804,0.2978,0.2664,0.2802,77.75,22,31,544,0,0.0,0.0148,0.1124,0.169,0.1078
0,1,1,1,0,0,1,1,0,0,0,0.0179,0.1736,0.0048,0.0465,0.1929,87.68,21,34,911,0,0.01,0.0264,0.0578,0.2215,0.2347
1,1,1,1,1,1,0,1,1,0,0,0.6047,0.6233,0.8055,0.4772,0.6501,10.79,21,30,16,0,0.84,0.8192,0.8815,0.964,0.9312
0,1,0,0,1,0,1,0,0,0,0,0.0638,0.1512,0.1432,0.2082,0.1784,83.8,25,31,1339,0,0.15,0.2654,0.1298,0.0968,0.1981
1,0,1,1,1,1,1,0,0,0,1,0.985,0.7336,0.7568,0.418,0.613,9.71,21,29,4,0,0.71,0.8037,0.7936,0.6586,0.6233
0,1,0,0,0,0,0,0,0,0,0,0.2926,0.2418,0.0217,0.2082,0.2564,86.64,24,33,1626,0,0.24,0.1941,0.072,0.1159,0.0676
0,1,0,0,0,0,0,0,0,1,0,0.0363,0.2535,0.0868,0.1457,0.0402,76.03,23,34,1961,0,0.35,0.0387,0.0731,0.0374,0.0361
0,1,0,1,0,0,0,1,0,1,0,0.25,0.1642,0.2587,0.0495,0.0043,61.7,22,34,1378,0,0.35,0.0416,0.2927,0.2389,0.2033
1,0,1,1,1,1,1,0,1,1,1,0.489,0.6138,0.5601,0.4215,0.5407,11.21,23,29,5,1,0.8,0.9622,0.8167,0.9406,0.9148
0,1,0,0,0,0,0,0,0,0,0,0.0963,0.2682,0.2666,0.263,0.179,92.79,25,33,1616,0,0.18,0.0285,0.1183,0.0428,0.2275
1,1,1,1,0,1,0,1,0,1,1,0.525,0.9964,0.8687,0.4794,0.9446,14.01,20,30,5,1,0.75,0.7722,0.7579,0.9418,0.8301
1,1,1,1,1,1,1,0,1,1,0,0.5627,0.969,0.4178,0.9591,0.5047,3.23,19,28,6,0,0.77,0.9351,0.9769,0.6092,0.7496
0,1,0,1,0,0,0,1,1,1,0,0.0196,0.2146,0.0447,0.137,0.0276,74.24,22,32,1566,0,0.13,0.0564,0.0947,0.2033,0.1186
0,0,0,1,0,0,0,0,1,0,1,0.2107,0.053,0.2338,0.0491,0.118,78.52,25,34,1208,0,0.04,0.035,0.216,0.1365,0.059
0,1,1,1,0,0,0,1,0,0,0,0.1595,0.2247,0.0492,0.0157,0.2494,68.6,26,32,1740,0,0.16,0.0948,0.087,0.115,0.2735
0,0,1,0,0,0,0,0,1,0,0,0.0204,0.0523,0.0927,0.2817,0.0421,28.11,22,31,1563,0,0.0,0.0035,0.1099,0.1326,0.0706
0,1,0,1,1,0,0,1,0,0,1,0.0091,0.0622,0.0334,0.2184,0.2487,142.1,24,31,1466,0,0.29,0.0443,0.1277,0.0316,0.0667
0,1,0,0,0,0,0,0,0,0,0,0.0038,0.0694,0.2463,0.2926,0.1142,35.65,23,32,1258,0,0.17,0.0904,0.2305,0.1438,0.281
0,1,0,0,1,0,1,0,0,1,0,0.219,0.0305,0.2404,0.1006,0.0981,43.21,22,33,806,0,0.02,0.0122,0.2369,0.2692,0.0891
0,1,1,0,0,0,0,0,0,0,1,0.2613,0.0721,0.0685,0.2995,0.2461,21.2,22,32,563,0,0.13,0.0846,0.1435,0.2601,0.2991
1,1,1,1,1,1,1,0,0,0,1,0.7139,0.4923,0.7472,0.577,0.5398,11.49,23,28,30,0,0.97,0.8716,0.8521,0.8857,0.8765
1,1,1,1,1,1,0,0,1,1,0,0.5213,0.8969,0.8285,0.431,0.9544,10.78,20,30,17,0,0.77,0.9423,0.8983,0.769,0.6126
1,1,1,1,1,1,1,0,0,1,0,0.7761,0.5183,0.4046,0.8107,0.9246,8.17,21,30,5,0,0.74,0.687,0.7692,0.6056,0.7547
1,1,1,0,1,0,1,1,0,1,1,0.9588,0.7031,0.5203,0.8189,0.5896,13.25,19,30,14,0,0.93,0.9459,0.6575,0.815,0.6977
1,1,1,1,0,1,0,1,1,0,0,0.4661,0.4236,0.7763,0.6481,0.6127,13.55,20,30,24,0,0.99,0.7405,0.6867,0.7963,0.7733
1,0,1,1,1,1,1,0,1,0,1,0.4423,0.5836,0.535,0.502,0.4944,5.81,22,28,6,1,0.8,0.9762,0.6709,0.9136,0.8079
1,0,1,1,0,0,0,1,0,1,0,0.7548,0.5759,0.4573,0.4636,0.7837,5.74,20,28,26,1,0.75,0.9947,0.9578,0.8089,0.6349
0,1,0,0,0,0,0,0,0,0,0,0.29,0.24,0.0176,0.014,0.008,109.78,22,31,1192,0,0.33,0.0878,0.213,0.1089,0.2576
0,1,1,0,0,0,0,0,0,0,0,0.2442,0.2017,0.2633,0.0775,0.08,107.66,24,31,1623,0,0.1,0.02,0.2016,0.0355,0.2496
1,0,1,1,0,1,0,1,0,1,0,0.8357,0.6642,0.637,0.7406,0.4293,11.99,22,29,18,0,0.79,0.6482,0.6796,0.7973,0.632
0,1,0,0,0,0,0,0,0,0,0,0.0944,0.0524,0.265,0.2718,0.0931,52.02,26,31,1676,0,0.3,0.2267,0.0801,0.298,0.1924
1,1,0,1,1,1,1,1,0,1,0,0.8824,0.7178,0.8499,0.8548,0.4906,1.57,21,28,25,1,0.81,0.6628,0.6329,0.9912,0.695
0,1,0,0,0,0,0,1,0,0,0,0.2132,0.1149,0.0481,0.1897,0.2064,18.7,25,34,976,0,0.29,0.0728,0.0658,0.0838,0.1697
1,0,1,1,1,1,1,1,0,0,0,0.7307,0.6164,0.6053,0.6559,0.4313,14.3,22,29,9,0,0.78,0.8513,0.8504,0.7659,0.7901
1,1,1,1,1,1,0,0,1,0,0,0.8433,0.9578,0.622,0.486,0.7551,7.98,23,29,16,0,0.93,0.7657,0.9721,0.956,0.8183
1,1,1,1,0,1,1,0,1,0,1,0.5635,0.9655,0.406,0.6318,0.7152,9.24,19,30,25,1,0.76,0.9934,0.7449,0.6491,0.7436
1,0,1,1,0,1,1,1,0,0,1,0.9369,0.4279,0.8066,0.4901,0.5526,12.78,23,29,16,0,0.8,0.9051,0.6504,0.7216,0.7251
1,1,1,1,1,1,0,1,1,0,1,0.6764,0.419,0.8051,0.7718,0.6469,6.27,20,29,2,0,0.8,0.6058,0.8699,0.982,0.8409
1,0,1,1,1,1,0,0,0,0,1,0.4961,0.8143,0.8054,0.7755,0.58,5.41,23,29,5,0,0.86,0.6093,0.6365,0.9675,0.75
1,1,1,1,1,1,1,0,0,1,1,0.6185,0.7832,0.6566,0.5476,0.5559,3.13,21,30,8,0,0.74,0.7202,0.6425,0.8229,0.6389
0,0,0,0,0,0,0,0,0,0,1,0.2202,0.212,0.1725,0.2747,0.1668,79.77,22,32,378,0,0.13,0.1048,0.1442,0.1919,0.0556
0,1,0,0,0,0,0,0,1,0,0,0.0686,0.0404,0.2658,0.0515,0.2303,27.69,23,32,736,0,0.12,0.2696,0.2179,0.1328,0.136
1,1,1,1,0,1,1,1,1,1,0,0.7662,0.8987,0.9508,0.8405,0.6679,10.15,21,30,22,0,0.91,0.7335,0.7292,0.9653,0.67
1,1,1,1,1,1,0,1,1,0,0,0.9027,0.9532,0.7359,0.9264,0.7127,12.6,23,28,8,0,0.97,0.626,0.6211,0.7657,0.9215
0,1,0,0,0,0,0,0,0,0,0,0.1209,0.1844,0.2897,0.1621,0.137,21.18,23,32,1787,0,0.12,0.1625,0.0748,0.0331,0.1754
